unit_index,kind,name,source_path,source_sha256,oracle_compile,oracle_run,oracle_exit,candidate_prepare,candidate_run,candidate_exit,raw_stdout,canonical_stdout,generated_files,exit_status,verdict_counts,final_classification,reason_code,nondeterministic,first_failure_line
147,"COBOL","IX208A","IX208A.cob",c48340c981a87d665e69ea77d289dd5ced2916d712ae8dbee7b256ca877459e2,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: inconsistent file name (status = 31) for file RAW-DATA ('')"
148,"COBOL","IX209A","IX209A.cob",ed78398a1fa612c0fd98f8d012c7ed9e97519da7bb4fcf065734c208278c998f,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('000100')"
149,"COBOL","IX210A","IX210A.cob",ddd8b9db0723d06a7f3846605df5357ffefdc6ee2746960c6c912987fbfeaecb,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('23')"
150,"COBOL","IX211A","IX211A.cob",b5b1334ed91efb176a2bc4fec4eb141179ea0082b6ec1be24c4c02e9004e69a1,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('00')"
151,"COBOL","IX212A","IX212A.cob",bc12cc1e312d8b5fd36bd76861502f14cc3a6899fe0199b8fbf1f434245c54c5,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_COUNTER00",no,"cobrun: undefined data name: COUNTER00,"
152,"COBOL","IX213A","IX213A.cob",335c142ba146ee6bd0ac849cd9b0585883b8b5b22cc641fc6e613654095275ac,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_COUNTER00",no,"cobrun: undefined data name: COUNTER00,"
153,"COBOL","IX214A","IX214A.cob",9bf809cd776208f06c0a3ac6c3887468b7466c9f4d6e83cfaa17d8939cce38b1,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('23')"
154,"COBOL","IX215A","IX215A.cob",face289f385cf4f041f63e22342c26bcc1a291d55690a2c2249f3ff5f88d050b,"pass","fail",1,"reject-parse","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('FILE=IX-FD3,RECORD=R1-F-G' => FILE=IX-FD3,RECORD=R1-F-G/0,RECNO=000012,UPDT=00,ODO=0000,PGM=IX215,LRECL=000242,BLKSIZRC=0007,LFIL=000200,ORG=IX,LBLR=S,RECKEY=CCCCCCCCDD024                ,ALTKEY1=CDCDCDCDCD100ALTKEY1         ,ALTKEY2=DCDCDCDCDC100ALTKEY2)"
155,"COBOL","IX216A","IX216A.cob",4000e2a5e36ce5dc042c2fd847f895ba6959469ae09fa80fa64e8fec17a308dc,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file RAW-DATA ('01')"
156,"COBOL","IX217A","IX217A.cob",ee6c6ae2ac6dd282eeaea55dc5e56793458d8ff481ec9e575962fe9320e66710,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_OPEN_FS1_NOT_DECLARED_FILE",no,"cobrun: unsupported: OPEN: `IX-FS1` is not a declared file"
157,"COBOL","IX218A","IX218A.cob",756e258ee3d524163437e93c903417b0ceff8211f35f64133a87fc57ff156253,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_OPEN_FS1_NOT_DECLARED_FILE",no,"cobrun: unsupported: OPEN: `IX-FS1` is not a declared file"
158,"COBOL","IX301M","IX301M.cob",7dac1ae662e4397525a075a29882960fb4d1ae260852ebd32e7bc36b4c1e4625,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file TFIL ('XXXXX024')"
159,"COBOL","IX302M","IX302M.cob",504b78ca829350ea8415ba2442b86c03dcfba747c45251a4fa4fceb0e90cdf42,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
160,"COBOL","IX401M","IX401M.cob",6e961acd62a03f1bfca268b72e47b27f1a726849a79d2257696a69c0d615e15b,"pass","fail",1,"reject-unsupported","not-run",2,"","","","","",ORACLE_RUN_FAIL,"ORACLE_RUN_NONZERO_EXIT",no,"libcob: error: file does not exist (status = 35) for file TFIL2 ('XXXXX026')"
161,"CLBRY","K101A","copybooks/K101A.cpy",06404ef973442aac6d12f61e5b7d61898a7ed373a5bbf122d5499f7467db9f89,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
162,"CLBRY","K1DAA","copybooks/K1DAA.cpy",7345a1b98c2fca456a53a21f302a250d37f124331ddb6b35e69626e97d1234ba,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
163,"CLBRY","K1FDA","copybooks/K1FDA.cpy",0ba67fe05e26e9017d15d584491980e047cd9bd0df1b6d370da9295a66a0122d,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
164,"CLBRY","K1P01","copybooks/K1P01.cpy",0dfee624f77ce0f34ae1ed3e3c3c92b70d5462299a812ee24a4bc7aa349ef7f4,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
165,"CLBRY","K1PRA","copybooks/K1PRA.cpy",d6325d5d01f4e6684a0fa303de305161cefcb479b7e7c5443f104b5aeccf1cac,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
166,"CLBRY","K1PRB","copybooks/K1PRB.cpy",3228d01268129237478aa304bd1eac4203d21953b5ed40bf3942abbf1e7a2e7d,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
167,"CLBRY","K1PRC","copybooks/K1PRC.cpy",9492c7bf99b387977d6d57b988b7b4ce1fc380c21a324d8a3252fa9740095b8c,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
168,"CLBRY","K1SEA","copybooks/K1SEA.cpy",1e3b0230c438b0f72beb92b5eed77baba89ec7ec819ef0efff4a9b6c6ae717ff,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
169,"CLBRY","K1W01","copybooks/K1W01.cpy",d27e4b215a4b1beaf87ce97d10a88f36a95121ad73b0ed42d9b42cfd5c6f380f,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
170,"CLBRY","K1W02","copybooks/K1W02.cpy",d9c2688857bfc3605b1a90c33048121907b809a932e04a231cd5a5ea665b88fe,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
171,"CLBRY","K1W03","copybooks/K1W03.cpy",fe7e743ace0f70347fa8c5f283a1c30d332be17d4c18679bda437c6b61aa87c2,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
172,"CLBRY","K1W04","copybooks/K1W04.cpy",5b4030a5b2de043f03ea6a76d113104d71e86a3c3f9cb8ec4578200dd069b04d,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
173,"CLBRY","K1WKA","copybooks/K1WKA.cpy",5afbb554021309f72d48486ce3cc826cee1c830d67bc952afbaff670df7efbd3,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
174,"CLBRY","K1WKB","copybooks/K1WKB.cpy",a7be02960e5203c733ece7f0988326544280c72ee15df5283c9732e80a30acad,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
175,"CLBRY","K1WKC","copybooks/K1WKC.cpy",0104634bede8f57bf4771bd61f5124dacc46842ace47ea3456fbc21b0c757862,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
176,"CLBRY","K1WKY","copybooks/K1WKY.cpy",42846c7dae39fe56d3bb0e9f2544272996932b2f0766be913d6cb322e87f1863,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
177,"CLBRY","K1WKZ","copybooks/K1WKZ.cpy",26b0e508fdabc5721057cdee68f1b34571bd632ebe279ecfc3681dcb4f896c0c,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
178,"CLBRY","K2PRA","copybooks/K2PRA.cpy",7cf3fed1280952e25d866bcf650afe02b5c4626c812482f38187c97b508e2a98,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
179,"CLBRY","K2SEA","copybooks/K2SEA.cpy",345d9c8b40b2a31e03317333bc4380bdc762c44802d5d9453fd16604f8f1dd09,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
180,"CLBRY","K3FCA","copybooks/K3FCA.cpy",33ee6ea6ad5a615ac1fe1ed76ee60230ae8df460483a8cdb98b0bad8174da08d,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
181,"CLBRY","K3FCB","copybooks/K3FCB.cpy",31720efe066a96e4a25e982ce164fb91ac3300480def0b3ec40c9cc88f77e583,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
182,"CLBRY","K3IOA","copybooks/K3IOA.cpy",13d85c909da91959e77bb823686d750ee513cbd60adf22d83737324e6a0d49be,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
183,"CLBRY","K3IOB","copybooks/K3IOB.cpy",46b01eb6b246b942c8ae693f8f8d894431e8863a0fb1109bf9dd4c091302f711,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
184,"CLBRY","K3LGE","copybooks/K3LGE.cpy",6145afa6ffdda852f83120557b18f68d1f18e574123136714ec64d519f16c2fa,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
185,"CLBRY","K3OCA","copybooks/K3OCA.cpy",268d512d3d18d09e8f4e703df23ca2b9edd2b82ea5651f9550f0fecd89539e34,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
186,"CLBRY","K3SCA","copybooks/K3SCA.cpy",ccc5d58a6bbe6b11576d496784c65bf70b41c07b304959f2bb38eebb14d62dd3,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
187,"CLBRY","K3SML","copybooks/K3SML.cpy",7ad3cd4a25dbb54f68fbb20be95e10117747ad468ff6d0b00f08d30ff221fb7b,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
188,"CLBRY","K3SNA","copybooks/K3SNA.cpy",4d28780399fef5c97c23d6149e9df0617b32602c77fe20fc92fd53b149e8f969,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
189,"CLBRY","K3SNB","copybooks/K3SNB.cpy",021b3a05916123ff1a77983e49718d62da6c341f818608bc11cabd4e288e836e,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
190,"CLBRY","K4NTA","copybooks/K4NTA.cpy",d9ece7b6a091c58dfe2aa3f12981c112e49e18f070cdabf81efa09199cc79aa7,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
191,"CLBRY","K501A","copybooks/K501A.cpy",3a570f8c2d0fc81611b04c9d1b08a9d89f49bf8651536603f3e3b99242dbdcf0,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
192,"CLBRY","K501B","copybooks/K501B.cpy",9b2a581221b71d48ddcb59bcfdae1a6e0921d7ef0ad5320acca54ca819934f74,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
193,"CLBRY","K5SDA","copybooks/K5SDA.cpy",96620e25c4edd8af885c00d94fa49389485eacb88cca7f80ebb3f8a3e9c8dd7f,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
194,"CLBRY","K5SDB","copybooks/K5SDB.cpy",90ca34156ace03c412e51755c0ba32de7a6b6b63a13fc405774b5d376fef4194,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
195,"CLBRY","K6SCA","copybooks/K6SCA.cpy",4fb50a37c2790de56ed7f976a8328a5c0a7cb49827e4e62f458767cc13c7fd99,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
196,"CLBRY","K7SEA","copybooks/K7SEA.cpy",820e0dc8f5aa902aeafa10ccb1f2b48cc62bd98f33c767973eb3bc99da547c57,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
197,"CLBRY","KK208A","copybooks/KK208A.cpy",a8d0f90109d89455c5acbb68fd6c29594f59e6e926a0d9e5f62d3422e05a6818,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
198,"CLBRY","KP001","copybooks/KP001.cpy",af8e7f6899dc6b8afef946beba2f80e51f2f3b618e4eacadea825e1a3c0fe509,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
199,"CLBRY","KP002","copybooks/KP002.cpy",968a70e7cb0d8b4b4353b5d4cde90ce33af2d558e7225eff08a41562aa896c23,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
200,"CLBRY","KP003","copybooks/KP003.cpy",314d30e7a485d19f76cd29e3540e293e69c9dc1057ff3aec349ca316b84c9f43,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
201,"CLBRY","KP004","copybooks/KP004.cpy",e28e9cb69e1d0f8c57260aa344e3d5fb9b023a94ccb832457d5ee4b16783feed,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
202,"CLBRY","KP005","copybooks/KP005.cpy",5346d6896a932aa985872e1bf2c323728646804dd1c051d66ad9b4c38c5e8ae4,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
203,"CLBRY","KP006","copybooks/KP006.cpy",ecc7994d770d494499f7c469d08194762128c4dbb7136d04de7c1518ea4688da,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
204,"CLBRY","KP007","copybooks/KP007.cpy",1e03a4d6d4d384fc9ad4a2e317f750d2b75bc52c0ccc87001d9f38ff335ff0c4,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
205,"CLBRY","KP008","copybooks/KP008.cpy",c58948c7bced055c89423ffda53194c993582744e84fad64ecf1b79ca33f904e,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
206,"CLBRY","KP009","copybooks/KP009.cpy",23b49ec83d28d376ebbb32f89f8f63d3ecdd85d36408eed700b77e9a87c5d7fe,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
207,"CLBRY","KP010","copybooks/KP010.cpy",c5204660fd80a6d963e4e73a8e36b285382febbd327d254e0d4fd8d7b9be3bfb,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
208,"CLBRY","KSM31","copybooks/KSM31.cpy",985b9db48dbada8e07c4ee117d6c318262c401c7bfd0fcae2918e74cec083546,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
209,"CLBRY","KSM41","copybooks/KSM41.cpy",81e153f0e779046656694c91652436ccebd401f826a3960fbd665bba1f33a08f,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_LIBRARY,"LIBRARY_TEXT_UNIT",no,""
210,"COBOL","NC101A","NC101A.cob",f41da37fa6c4f576b9e0f50079f1ec3a1888530d87666697b6e4de721a49486c,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
211,"COBOL","NC102A","NC102A.cob",aa56242e60c1206ee1a4d025ba70adc8dce7b092e078786d47495b51a2d2d117,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
212,"COBOL","NC103A","NC103A.cob",969dd83bef9c1c314c61591367c4b531ed1628345cd8aea8e6221427c9f8609d,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_ABABX0A_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC ABABX0A: UnsupportedSymbol('A')"
213,"COBOL","NC104A","NC104A.cob",6d6056ad86ec2bcdb5302a7178a4a3495094195df05ae43192994911bd75d5b8,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_XBX0XBX0X_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC XBX0XBX0X: UnsupportedSymbol('X')"
214,"COBOL","NC105A","NC105A.cob",10f8fdf48affc265c443852a28c1cf67f347062770c4c4c61d13ce5ed35a4835,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC X(26)BX(12)0X(10): UnsupportedSymbol('X')"
215,"COBOL","NC106A","NC106A.cob",2d35942f4718e233f338af6f3ca2766d422873a3138803d175e24a845132e1fa,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
216,"COBOL","NC107A","NC107A.cob",2717e46f3091c6ce7f1baae49bd437b332664ef87f86fd75bac44143860ab092,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_000000000000000020_BADREPEAT",no,"cobrun: unsupported: PIC X(000000000000000020): BadRepeat"
217,"COBOL","NC108M","NC108M.cob",fe6aa01be2da1aab4b803ca822d95a5bcdc2732c4e2a30a9cc88ef8f03443087,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
218,"COBOL","NC109M","NC109M.cob",12563bbe215b56adc74f944febaa155221564f17435e50c5fb5e2ecb45a9013a,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_ACCEPT_FROM_TERMINAL_CONSOLE_INTERACTIVE_INPUT",no,"cobrun: unsupported: ACCEPT FROM terminal/console: interactive input is a runtime non-claim (no deterministic oracle); the wired sources are DATE/DAY/TIME/DAY-OF-WEEK/ENVIRONMENT"
219,"DATA*","NC109M","data/NC109M.dat",8e37a4abd60daf012f7c6e0364abd8ce6b5362833e15825546709c3a7838650c,"","",,"","",,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",NON_EXECUTABLE_DATA,"DATA_UNIT",no,""
220,"COBOL","NC110M","NC110M.cob",ac04e1071a38be09bf96b79f59e1f66875a333d7e69b3fa10e4df3ea03f52154,"pass","pass",0,"accepted","pass",0,"match","match","match","match","not_comparable",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
221,"COBOL","NC111A","NC111A.cob",9b5280319fbbe83c48eff440286ba58609f4f88743c917c5257bff35957aed1f,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
222,"COBOL","NC112A","NC112A.cob",53e8e78fee2b0095a0c225b82ac8f18bdffcb9614b8179f1d75e1b846ae552ab,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
223,"COBOL","NC113M","NC113M.cob",52a623b90c6f17dac51180050dca20aa4ff7afb404752adb6cba2dd241574e6f,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
224,"COBOL","NC114M","NC114M.cob",03b21af7b4ba1f8c276bcfd7fb694a153c99bc3f27882dc2c2054151f9e2266a,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_PIC_ABA_UNSUPPORTEDSYMBOL",no,"cobrun: unsupported: PIC ABA: UnsupportedSymbol('A')"
225,"COBOL","NC115A","NC115A.cob",7324e9788fcb1ad89653896ee37442fc0e0bb63d87929a43b73a3b43284b092c,"pass","pass",0,"accepted","pass",0,"match","match","match","match","match",RAW_OUTPUT_MATCH,"RAW_OUTPUT_IDENTICAL",no,""
226,"COBOL","NC116A","NC116A.cob",7865b0cb5f6a6d7d92dea6c4a64d6a4582dcc67ef660c289dced03615ddcf4cd,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
227,"COBOL","NC117A","NC117A.cob",6e9c9862899a7284e981125c776cab050902f34cafffc3c54726c7f8be1d46ed,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
228,"COBOL","NC118A","NC118A.cob",86d8432a5f7e28e64d3a7b149582c7e9d0e231f17ba4fcc48de7386b081c9357,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ZERO",no,"cobrun: unsupported: not a numeric literal: ZERO"
229,"COBOL","NC119A","NC119A.cob",4160992d55b27488857369899f7b9253979bdb5d1383f86c9ae45c6c52c36aa7,"pass","pass",0,"reject-unsupported","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_UNSUPPORTED,"COBRUN_UNSUPPORTED_NOT_NUMERIC_LITERAL_ZERO",no,"cobrun: unsupported: not a numeric literal: ZERO"
230,"COBOL","NC120A","NC120A.cob",31c3ad388515fdf80c7dba2330c33996990d8e716455b55caeb5fa42d5260cd7,"pass","pass",0,"accepted","pass",0,"mismatch","mismatch","match","match","mismatch",OUTPUT_MISMATCH,"OUTPUT_BYTES_DIFFER",no,""
231,"COBOL","NC121M","NC121M.cob",c928a4508de1db064d09cfec1c154ae27871877c7aa06ee4aa0979bbb44eac4a,"pass","pass",0,"reject-parse","not-run",2,"not_comparable","not_comparable","not_comparable","not_comparable","not_comparable",RUST_REJECT_PARSE,"COBRUN_UNDEFINED_DATA_NAME_TABLE2_NUM_INDEX2",no,"cobrun: undefined data name: TABLE2-NUM(INDEX2)"
