test_id,number,title,group,pattern,failing_command,classification,reason
0001,1,used_binaries.at:27: 1. compiler help and information,used_binaries.at:27,other,$COBC --list-reserved,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COBC --list-reserved
0004,4,(no status line in group log),,other,$COBC -I sub/copy prog.c -o prog.$COB_OBJECT_EXT,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COBC -I sub/copy prog.c -o prog.$COB_OBJECT_EXT
0010,10,used_binaries.at:427: 10. C Compiler optimizations,used_binaries.at:427,other,$COBCRUN -M sub/ prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN -M sub/ prog
0013,13,used_binaries.at:500: 13. cobcrun validation,used_binaries.at:500,cobc -m module build,$COMPILE_MODULE callee.cob,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE_MODULE callee.cob
0014,14,used_binaries.at:540: 14. cobcrun -M DSO entry argument,used_binaries.at:540,other,"$COBCRUN -M """" nope",CANDIDATE_MODULE_MODEL_UNSUPPORTED,"module build/run not supported by the candidate model: $COBCRUN -M """" nope"
0015,15,used_binaries.at:626: 15. cobcrun -M directory/ default,used_binaries.at:626,cobc -m module build,$COMPILE_MODULE callee.cob,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE_MODULE callee.cob
0016,16,used_binaries.at:665: 16. cobcrun -M directory/dso alternate,used_binaries.at:665,cobc -m module build,$COMPILE_MODULE callee.cob,CANDIDATE_CHECK_REJECT,candidate compile-phase failure: $COMPILE_MODULE callee.cob
0017,17,used_binaries.at:716: 17. cobcrun -M DSO entry multiple arguments,used_binaries.at:716,other,$COBC -b ${FLAGS} mainer.cob called.cob,WRAPPER_OPTION_UNSUPPORTED,cobc-rs rejected an option in: $COBC -b ${FLAGS} mainer.cob called.cob
0018,18,used_binaries.at:762: 18. cobcrun error messages,used_binaries.at:762,other,$COBCRUN -q,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN -q
0039,39,configuration.at:546: 39. runtime configuration,configuration.at:546,cobcrun runtime-config,$COBCRUN --runtime-conf | tr -d '\n ' | \,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN --runtime-conf | tr -d '\n ' | \
0040,40,configuration.at:565: 40. runtime configuration file,configuration.at:565,cobcrun runtime-config,$COBCRUN -c test2.cfg --runtime-conf | \,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN -c test2.cfg --runtime-conf | \
0041,41,configuration.at:608: 41. runtime configuration: recursive include,configuration.at:608,cobcrun runtime-config,$COBCRUN -c test.cfg -r,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN -c test.cfg -r
0043,43,configuration.at:650: 43. runtime configuration: entries,configuration.at:650,cobcrun runtime-config,"echo ""$PATHSEP""",CANDIDATE_UNSUPPORTED,"candidate failed at an unclassified boundary: echo ""$PATHSEP"""
0044,44,configuration.at:731: 44. runtime configuration: conf missing,configuration.at:731,cobcrun runtime-config,$COBCRUN -c notthere.cfg --runtime-conf,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN -c notthere.cfg --runtime-conf
0046,46,configuration.at:773: 46. runtime configuration: strings and environment,configuration.at:773,cobcrun runtime-config,unset greet name ; \,CANDIDATE_UNSUPPORTED,candidate failed at an unclassified boundary: unset greet name ; \
0286,286,syn_misc.at:1947: 286. line and floating comments,syn_misc.at:1947,other,$COMPILE_ONLY prog2.cob,CANDIDATE_CHECK_REJECT,candidate syntax check failed: $COMPILE_ONLY prog2.cob
0511,511,run_fundamental.at:25: 511. DISPLAY literals,run_fundamental.at:25,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0512,512,"run_fundamental.at:72: 512. DISPLAY literals, DECIMAL-POINT is COMMA",run_fundamental.at:72,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0516,516,run_fundamental.at:247: 516. MOVE to edited item (1),run_fundamental.at:247,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0517,517,run_fundamental.at:296: 517. MOVE to edited item (2),run_fundamental.at:296,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0518,518,run_fundamental.at:345: 518. MOVE to edited item (3),run_fundamental.at:345,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0519,519,run_fundamental.at:450: 519. MOVE to item with simple and floating insertion,run_fundamental.at:450,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0520,520,run_fundamental.at:485: 520. MOVE to JUSTIFIED item,run_fundamental.at:485,other,,CANDIDATE_UNSUPPORTED,candidate failed at an unclassified boundary: 
0522,522,run_fundamental.at:567: 522. Compare FLOAT-LONG with floating-point literal,run_fundamental.at:567,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0523,523,run_fundamental.at:620: 523. equality of FLOAT-SHORT / FLOAT-LONG,run_fundamental.at:620,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0524,524,run_fundamental.at:743: 524. equality of FLOAT-SHORT / FLOAT-EXTENDED,run_fundamental.at:743,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0527,527,run_fundamental.at:1039: 527. ALPHABETIC test,run_fundamental.at:1039,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0528,528,run_fundamental.at:1071: 528. ALPHABETIC-UPPER test,run_fundamental.at:1071,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0529,529,run_fundamental.at:1103: 529. ALPHABETIC-LOWER test,run_fundamental.at:1103,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0530,530,run_fundamental.at:1135: 530. GLOBAL at same level,run_fundamental.at:1135,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0531,531,run_fundamental.at:1184: 531. GLOBAL at lower level,run_fundamental.at:1184,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0532,532,run_fundamental.at:1233: 532. GLOBAL CONSTANT,run_fundamental.at:1233,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0533,533,run_fundamental.at:1317: 533. GLOBAL identifiers from ENVIRONMENT DIVISION,run_fundamental.at:1317,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0538,538,run_fundamental.at:1570: 538. Contained program visibility (1),run_fundamental.at:1570,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0539,539,run_fundamental.at:1625: 539. Contained program visibility (2),run_fundamental.at:1625,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0540,540,run_fundamental.at:1678: 540. Contained program visibility (3),run_fundamental.at:1678,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0541,541,run_fundamental.at:1729: 541. Contained program visibility (4),run_fundamental.at:1729,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0543,543,run_fundamental.at:1872: 543. CALL program-pointer,run_fundamental.at:1872,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0544,544,run_fundamental.at:1968: 544. CALL/CANCEL/SET ADDRESS program-prototype-name,run_fundamental.at:1968,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0547,547,run_fundamental.at:2175: 547. GLOBAL FD (3),run_fundamental.at:2175,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0548,548,run_fundamental.at:2225: 548. GLOBAL FD (4),run_fundamental.at:2225,COBCRUN_DIRECT ./prog (launcher run),COB_DISABLE_WARNINGS=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_DISABLE_WARNINGS=1 $COBCRUN_DIRECT ./prog
0549,549,run_fundamental.at:2277: 549. CANCEL test (1),run_fundamental.at:2277,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0554,554,run_fundamental.at:2436: 554. Context sensitive words (1),run_fundamental.at:2436,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0555,555,run_fundamental.at:2459: 555. Context sensitive words (2),run_fundamental.at:2459,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0556,556,run_fundamental.at:2483: 556. Context sensitive words (3),run_fundamental.at:2483,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0560,560,run_fundamental.at:2577: 560. Context sensitive words (7),run_fundamental.at:2577,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0570,570,run_fundamental.at:3108: 570. Numeric operations (2) DISPLAY,run_fundamental.at:3108,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0571,571,run_fundamental.at:3344: 571. Numeric operations (3) PACKED-DECIMAL,run_fundamental.at:3344,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0572,572,run_fundamental.at:3648: 572. Numeric operations (4) BINARY,run_fundamental.at:3648,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0573,573,run_fundamental.at:3883: 573. Numeric operations (5) COMP-5,run_fundamental.at:3883,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0577,577,run_fundamental.at:4518: 577. ADD CORRESPONDING,run_fundamental.at:4518,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0579,579,run_fundamental.at:4616: 579. SYNC in OCCURS,run_fundamental.at:4616,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0581,581,run_fundamental.at:4751: 581. 88 level with FILLER,run_fundamental.at:4751,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0582,582,run_fundamental.at:4780: 582. 88 level with FALSE IS clause,run_fundamental.at:4780,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0585,585,run_fundamental.at:4867: 585. DIVIDE complex,run_fundamental.at:4867,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0586,586,run_fundamental.at:4988: 586. COMPUTE with decimal constants,run_fundamental.at:4988,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0587,587,run_fundamental.at:5024: 587. debugging lines (not active),run_fundamental.at:5024,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0594,594,run_fundamental.at:5232: 594. USE FOR DEBUGGING ON ALL PROCEDURES,run_fundamental.at:5232,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog
0595,595,run_fundamental.at:5283: 595. USE FOR DEBUGGING ON procedure,run_fundamental.at:5283,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog
0596,596,run_fundamental.at:5331: 596. USE FOR DEBUGGING (COB_SET_DEBUG switched),run_fundamental.at:5331,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog
0598,598,"run_fundamental.at:5460: 598. USE FOR DEBUGGING, reference within DEBUGGING",run_fundamental.at:5460,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog
0599,599,"run_fundamental.at:5501: 599. USE FOR DEBUGGING, time of execution",run_fundamental.at:5501,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,ORACLE_XFAIL,both sides expected-failure (suite-marked)
0600,600,"run_fundamental.at:5551: 600. USE FOR DEBUGGING, reference with OCCURS",run_fundamental.at:5551,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog
0602,602,run_fundamental.at:5639: 602. USE FOR DEBUGGING file,run_fundamental.at:5639,COBCRUN_DIRECT ./prog (launcher run),COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: COB_SET_DEBUG=1 $COBCRUN_DIRECT ./prog
0603,603,run_fundamental.at:5682: 603. Simple Expressions with figurative constants,run_fundamental.at:5682,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0604,604,run_fundamental.at:6025: 604. Expression numeric vs. DISPLAY,run_fundamental.at:6025,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0606,606,run_fundamental.at:6192: 606. integer arithmetic on floating-point var,run_fundamental.at:6192,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0609,609,run_fundamental.at:6318: 609. DISPLAY with P fields,run_fundamental.at:6318,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0615,615,run_fundamental.at:6770: 615. MOVE with de-editting to USAGE DISPLAY,run_fundamental.at:6770,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0616,616,run_fundamental.at:6822: 616. MOVE with de-editting to DECIMAL IS COMMA,run_fundamental.at:6822,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0617,617,run_fundamental.at:6880: 617. MOVE with de-editting to BINARY,run_fundamental.at:6880,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0618,618,run_fundamental.at:6931: 618. MOVE with de-editting to COMP-3,run_fundamental.at:6931,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0619,619,run_fundamental.at:6983: 619. MOVE with de-editting to COMP-5,run_fundamental.at:6983,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0620,620,run_fundamental.at:7035: 620. MOVE with de-editting to NUMERIC DISPLAY (2),run_fundamental.at:7035,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0621,621,run_fundamental.at:7164: 621. MOVE misc. edited,run_fundamental.at:7164,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0622,622,run_fundamental.at:7238: 622. MOVE between USAGEs,run_fundamental.at:7238,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0624,624,run_fundamental.at:9066: 624. SPECIAL-NAMES CLASS,run_fundamental.at:9066,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0625,625,run_subscripts.at:26: 625. Subscript out of bounds,run_subscripts.at:26,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0626,626,run_subscripts.at:71: 626. Value of DEPENDING ON N out of bounds,run_subscripts.at:71,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0627,627,run_subscripts.at:122: 627. Subscript bounds with OCCURS DEPENDING ON (1),run_subscripts.at:122,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0628,628,run_subscripts.at:148: 628. Subscript bounds with OCCURS DEPENDING ON (2),run_subscripts.at:148,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0629,629,run_subscripts.at:176: 629. Subscript bounds with OCCURS DEPENDING ON (3),run_subscripts.at:176,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0630,630,run_subscripts.at:211: 630. Subscript by arithmetic expression,run_subscripts.at:211,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0631,631,run_subscripts.at:242: 631. length of ODO w/- reference-modification,run_subscripts.at:242,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0632,632,run_subscripts.at:298: 632. SEARCH ALL with OCCURS DEPENDING ON,run_subscripts.at:298,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0633,633,run_subscripts.at:351: 633. enable / disable subscript check,run_subscripts.at:351,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./badprog1,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./badprog1
0634,634,run_subscripts.at:396: 634. enable / disable subscript check with ODO,run_subscripts.at:396,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./badprog1,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./badprog1
0635,635,run_subscripts.at:437: 635. BOUND and NOBOUND directives,run_subscripts.at:437,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0636,636,run_subscripts.at:506: 636. SSRANGE and NOSSRANGE directives,run_subscripts.at:506,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0637,637,run_subscripts.at:542: 637. CALL with OCCURS DEPENDING ON,run_subscripts.at:542,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0640,640,run_refmod.at:94: 640. Offset underflow,run_refmod.at:94,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0641,641,run_refmod.at:118: 641. Offset overflow,run_refmod.at:118,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0642,642,run_refmod.at:145: 642. Length underflow,run_refmod.at:145,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
0643,643,run_refmod.at:189: 643. Length overflow,run_refmod.at:189,COBCRUN_DIRECT ./prog (launcher run),$COBCRUN_DIRECT ./prog,CANDIDATE_MODULE_MODEL_UNSUPPORTED,module build/run not supported by the candidate model: $COBCRUN_DIRECT ./prog
